nta,geometry
BK09,"POLYGON ((40.6896983761262 -73.9923651125165, 40.6902477324714 -73.99436237171891, 40.6907660270094 -73.99623422439299, 40.6912029503156 -73.9977706883559, 40.6912619753335 -73.9980319311029, 40.6913782359428 -73.9984541626221, 40.6915452274743 -73.99910201773829, 40.69158008732879 -73.9992030637675, 40.6916022124069 -73.9992896407018, 40.6916213312564 -73.9993668470528, 40.6916597032947 -73.999514186542, 40.6917754825022 -73.99991661829341, 40.6919046996377 -74.0001918492453, 40.69204974318829 -74.0006244808327, 40.6919060672798 -74.00068583521801, 40.69190400981321 -74.00077450279601, 40.6921930292967 -74.00179576572459, 40.6923910196865 -74.0017013396228, 40.6924150022586 -74.00174506636159, 40.6927942158873 -74.0015431750724, 40.6933043149204 -74.0012715955004, 40.6940773364888 -74.000960130591, 40.69429476862 -74.0007843991348, 40.69439610932029 -74.0007024938093, 40.6949740556845 -74.00027016937209, 40.6956134524911 -73.99988359511291, 40.69628827999679 -73.99946288056201, 40.6963551912256 -73.99942116508691, 40.6963659298627 -73.99941446973659, 40.6965830799916 -73.99952518448821, 40.6967123879372 -73.99947551365109, 40.6968033792934 -73.999296133755, 40.6968934415857 -73.99918343553109, 40.6968205318861 -73.9989974866905, 40.6969491940562 -73.99894113563521, 40.6969320381136 -73.99887351803009, 40.6971289861732 -73.9987660255202, 40.6971658308811 -73.99887261625599, 40.6980715494237 -73.998379052034, 40.69876999050329 -73.9980224723555, 40.6988059394816 -73.99800102050101, 40.699647123441 -73.99750042809029, 40.6996424890533 -73.9973689030648, 40.699801066806 -73.9971619873305, 40.7000027391688 -73.99718292937409, 40.700114246189 -73.99717728847399, 40.7001496641243 -73.9972460736563, 40.7008852313077 -73.9966991347834, 40.7026512648487 -73.9953859283218, 40.7028184638562 -73.9952615962998, 40.7029823695792 -73.9951397128433, 40.7031085680346 -73.99506582933559, 40.70314009469011 -73.9950473718997, 40.7030021409974 -73.9947106778521, 40.7028942562862 -73.99438442254501, 40.7028706907486 -73.9943265809994, 40.7028140536947 -73.99418639203691, 40.7026821646758 -73.9938534459173, 40.70266856414479 -73.99381899408651, 40.70242022617521 -73.99325532617041, 40.7023734792177 -73.99316734828091, 40.7022452615886 -73.9929260434332, 40.7021930327262 -73.99283009180979, 40.7020693837721 -73.99261349329659, 40.70186362515071 -73.99232912203691, 40.7017808329155 -73.9922201547402, 40.70170169843 -73.99211212127621, 40.7016671151144 -73.9920682626375, 40.7016363962954 -73.99202917194741, 40.7015646643246 -73.99193789268509, 40.7010353572504 -73.9912643885563, 40.70077447061971 -73.990933460371, 40.7006813718506 -73.99087597985229, 40.7005780167998 -73.99083660464599, 40.7004705478385 -73.990819107831, 40.7003630088036 -73.99082416386121, 40.7002895115691 -73.990843022086, 40.6998554250053 -73.99103102360941, 40.6993758563521 -73.99124177504271, 40.6991976748499 -73.9912965640566, 40.69901803333271 -73.99134238885341, 40.6988371929263 -73.9913791828951, 40.6986554164978 -73.9914068934245, 40.6984729682485 -73.99142547952479, 40.6982901133811 -73.9914349142547, 40.6977892467913 -73.9914243405151, 40.6970220065558 -73.99136956450641, 40.6965964635208 -73.9912855796935, 40.6964395141731 -73.9912324981093, 40.6963660518693 -73.9912076526852, 40.6962596067849 -73.9911763933256, 40.6962047296883 -73.9911568338764, 40.6950353872447 -73.990809480343, 40.6945770773494 -73.9906674983694, 40.6938365046615 -73.99044618332259, 40.6937288379831 -73.99045430743929, 40.6933996321068 -73.9905893870404, 40.6930559545125 -73.99073040290909, 40.6928065036612 -73.9908518572025, 40.6925570538466 -73.99097331146741, 40.69250543002229 -73.9906677052802, 40.6923037473091 -73.98947382752091, 40.6921615669712 -73.98910685928091, 40.6921321144634 -73.989030888814, 40.6910684787164 -73.9893041472864, 40.6909999411796 -73.9893091272657, 40.69036822526021 -73.9897383432145, 40.6897377867684 -73.99016762126951, 40.6891763581091 -73.9905461882738, 40.68914499691211 -73.9907081377697, 40.6896983761262 -73.9923651125165))"
